LocationKey,LocationName,City,State,Country,Region,Continent,Cost_of_Living_Index,Tech_Hub_Rating,Population,Local_GDP_USD,Timezone
LOC-0803,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,52.37,1.6,6440129,9.06E+11,America/Nassau
LOC-0804,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,132.58,4.4,5373870,1.90E+12,Asia/Kabul
LOC-0805,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,139.47,4.6,7503498,1.72E+12,America/Antigua
LOC-0806,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,149.77,3.1,3479095,4.04E+11,Africa/Casablanca
LOC-0807,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,83.93,4.4,18958147,2.71E+11,Indian/Mahe
LOC-0808,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,134.57,4.9,22674296,1.04E+12,Africa/Nouakchott
LOC-0809,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,84.44,3.5,17382346,5.57E+11,Indian/Comoro
LOC-0810,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,55.82,1.4,20583392,1.66E+12,Europe/Moscow
LOC-0811,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,68.82,4.5,2288993,75121658413,Europe/Tallinn
LOC-0812,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,141.31,2,19372298,5.25E+11,Africa/Bujumbura
LOC-0813,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,124.16,4.8,23057441,6.62E+11,Africa/Addis_Ababa
LOC-0814,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,116.45,1.3,4506276,4.74E+11,America/Lima
LOC-0815,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,141.83,1.8,5509870,1.48E+12,Europe/Prague
LOC-0816,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,107.75,1.5,11175917,4.73E+11,Indian/Mahe
LOC-0817,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,83.84,2.6,16051269,1.27E+12,Africa/Maputo
LOC-0818,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,92.57,3.1,1230589,3.06E+11,America/St_Lucia
LOC-0819,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,46.22,4.8,14156107,5.23E+11,Asia/Katmandu
LOC-0820,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,137.4,1.1,1017750,1.10E+12,America/Nassau
LOC-0821,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,65.74,1.7,21344988,1.94E+12,America/Antigua
LOC-0822,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,67.5,4.7,10580951,1.51E+12,America/Paramaribo
LOC-0823,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,35.45,2.6,2222856,1.69E+12,Pacific/Guadalcanal
LOC-0824,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,113.09,4.4,14978780,1.00E+12,Atlantic/Cape_Verde
LOC-0825,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,44,2.5,22576442,1.21E+12,Africa/Kinshasa
LOC-0826,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,50.81,3.8,19043923,7.04E+11,Europe/Monaco
LOC-0827,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,87.71,3.4,14074784,1.50E+12,Europe/Berlin
LOC-0828,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,49.76,4.9,8368063,5.11E+11,Europe/Luxembourg
LOC-0829,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,103.38,2.7,756831,1.88E+12,Africa/Maseru
LOC-0830,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,39.4,4.1,17781717,9.68E+11,Asia/Dubai
LOC-0831,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,85.6,3.9,20793858,1.44E+12,America/El_Salvador
LOC-0832,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,75.42,4.5,12447975,1.35E+12,Asia/Almaty
LOC-0833,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,39.88,1.4,14606329,1.37E+12,Europe/Bratislava
LOC-0834,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,60.8,4.7,2571208,1.09E+11,Africa/Maputo
LOC-0835,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,66.96,3.4,3580125,9.80E+11,Asia/Aden
LOC-0836,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,72.8,2.8,8514561,4.26E+11,Asia/Beirut
LOC-0837,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,43.23,4.8,11424360,3.55E+11,Africa/Algiers
LOC-0838,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,143.33,4.1,20139059,1.99E+12,Asia/Thimphu
LOC-0839,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,135.22,4.6,15143307,1.26E+12,Africa/Brazzaville
LOC-0840,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,78.42,4.1,16035791,4.52E+11,Pacific/Funafuti
LOC-0841,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,70.61,4.2,483657,3.37E+11,Africa/Kigali
LOC-0842,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,32.57,3.7,16910010,7.01E+11,America/Guatemala
LOC-0843,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,84.66,2.6,276511,39465780214,America/Asuncion
LOC-0844,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,113.55,4.2,19470345,9.46E+11,America/Nassau
LOC-0845,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,85.42,4.5,4904507,41627324413,Africa/Porto-Novo
LOC-0846,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,41.79,3.1,21782132,1.05E+12,America/Belize
LOC-0847,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,95.7,1.9,24017566,5.07E+11,Pacific/Port_Moresby
LOC-0848,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,85.58,2.9,13937238,1.48E+12,Atlantic/Cape_Verde
LOC-0849,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,103.74,2.7,23966460,79575922522,America/Santo_Domingo
LOC-0850,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,57.37,4.4,15070843,22758427482,Europe/Tallinn
LOC-0851,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,43.44,4,5566731,3.12E+11,Europe/Vilnius
LOC-0852,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,95.88,4.4,18890866,2.30E+11,America/La_Paz
LOC-0853,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,81.08,4.5,19945252,2.46E+11,America/Noronha
LOC-0854,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,71.54,3.8,1239353,1.96E+12,Africa/Kampala
LOC-0855,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,68.59,1.9,23702593,4.63E+11,Asia/Tbilisi
LOC-0856,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,86.94,4.2,20244303,1.44E+12,Africa/Maputo
LOC-0857,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,118.63,1.7,11219413,1.81E+12,Africa/Tunis
LOC-0858,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,109.81,4.2,7991690,6.46E+11,Asia/Tehran
LOC-0859,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,49.82,1.9,16807158,1.37E+11,America/Port_of_Spain
LOC-0860,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,95.41,3.4,18644541,6.53E+11,Europe/Riga
LOC-0861,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,111.72,1.8,13268699,5.18E+11,Africa/Harare
LOC-0862,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,82.96,2.3,23324942,1.55E+12,Africa/Bamako
LOC-0863,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,38.6,2.5,4011474,1.40E+12,Pacific/Fiji
LOC-0864,"New York, United States",New York,New York,United States,Americas,North America,141.17,3.4,19581736,1.32E+12,Asia/Choibalsan
LOC-0865,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,127.11,3.8,21899584,6.60E+11,Asia/Harbin
LOC-0866,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,35.86,1.4,9512712,11912951867,Africa/Addis_Ababa
LOC-0867,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,78.32,4.2,1630929,70836079688,America/St_Vincent
LOC-0868,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,123.32,2.5,11174686,1.98E+12,America/Lima
LOC-0869,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,75.89,1.4,4409598,1.80E+12,America/Lima
LOC-0870,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,85.71,2.1,18000788,5.19E+11,America/Managua
LOC-0871,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,145.94,1.8,19701310,7.71E+11,Africa/Khartoum
LOC-0872,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,112.41,3.8,11021348,1.49E+12,Africa/Mogadishu
LOC-0873,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,90.43,5,16109189,1.62E+12,Asia/Baku
LOC-0874,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,44.11,1.9,18336507,1.88E+12,Asia/Aden
LOC-0875,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,126.75,1,16454319,1.23E+12,Europe/Brussels
LOC-0876,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,88.94,3.3,8473697,1.43E+12,Asia/Karachi
LOC-0877,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,137.41,4.5,16557875,1.66E+12,Europe/Zaporozhye
LOC-0878,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,65.9,4.3,5356616,1.49E+12,America/Lima
LOC-0879,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,66.03,2.5,11842912,1.40E+12,Asia/Phnom_Penh
LOC-0880,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,46.85,3.1,10574052,1.49E+12,Europe/Oslo
LOC-0881,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,133.99,4.1,4487158,7.60E+11,Asia/Yekaterinburg
LOC-0882,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,93.65,2.1,12200286,82709278616,Pacific/Majuro
LOC-0883,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,73.35,1.2,5067315,1.85E+12,Asia/Thimphu
LOC-0884,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,41.94,3.4,7655305,1.67E+12,Pacific/Efate
LOC-0885,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,47.9,1.9,18444428,1.29E+12,Europe/Athens
LOC-0886,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,94.58,4.7,11000743,1.69E+12,Africa/Blantyre
LOC-0887,"New York, United States",New York,New York,United States,Americas,North America,89.54,2.2,14172971,1.91E+12,Asia/Tbilisi
LOC-0888,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,89.02,3.3,490957,1.89E+12,Asia/Baghdad
LOC-0889,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,77.26,3.1,17040696,4.19E+11,America/St_Kitts
LOC-0890,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,34.01,1,13763236,8.16E+11,America/Dominica
LOC-0891,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,31.08,3.1,12855007,1.21E+12,Europe/Podgorica
LOC-0892,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,118.16,4.3,13476215,1.42E+11,Pacific/Funafuti
LOC-0893,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,49.02,2,10880051,1.66E+12,Africa/Bangui
LOC-0894,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,64.17,1.9,13044193,8.38E+11,Pacific/Efate
LOC-0895,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,116.05,4.5,17546389,1.57E+12,Africa/Djibouti
LOC-0896,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,143.25,2.1,24760499,1.81E+12,Asia/Manila
LOC-0897,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,100.45,4.8,13960785,1.80E+12,Europe/Sarajevo
LOC-0898,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,80.33,2.9,6341468,1.90E+12,America/Bogota
LOC-0899,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,43.31,1.2,2121391,1.74E+12,Australia/Perth
LOC-0900,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,133.21,2.6,11559644,19494701825,Asia/Thimphu
LOC-0901,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,65.11,3.1,24485586,1.17E+12,Europe/Zurich
LOC-0902,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,95.41,4.3,5209282,1.88E+12,America/Tegucigalpa
LOC-0903,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,148.19,2.1,13838928,6.09E+11,Europe/Malta
LOC-0904,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,75.2,2.2,24597109,1.99E+12,Pacific/Apia
LOC-0905,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,66.22,2.6,17617609,1.22E+12,America/Guyana
LOC-0906,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,66.86,1.9,15485298,1.52E+12,Africa/Dar_es_Salaam
LOC-0907,"New York, United States",New York,New York,United States,Americas,North America,122.76,3.9,20364546,1.17E+12,Pacific/Kosrae
LOC-0908,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,93.49,4.2,6037402,1.28E+12,Africa/Bangui
LOC-0909,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,48.53,3.1,6265594,6.66E+11,Asia/Gaza
LOC-0910,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,148.55,3.6,7182608,1.43E+12,Africa/Cairo
LOC-0911,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,139.31,3,12091397,1.00E+12,Asia/Taipei
LOC-0912,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,140.99,1.1,7305762,1.51E+12,Europe/Amsterdam
LOC-0913,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,94.86,2.6,9119155,1.46E+12,Europe/Stockholm
LOC-0914,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,125.43,2.5,6532060,7.38E+11,Pacific/Galapagos
LOC-0915,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,111.08,1.4,22926205,1.29E+12,Africa/Malabo
LOC-0916,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,139.98,1.9,612560,1.66E+12,Pacific/Port_Moresby
LOC-0917,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,114.71,3.8,22217707,8.35E+11,Asia/Seoul
LOC-0918,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,45.45,3.2,12378226,9.07E+11,Africa/Maputo
LOC-0919,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,124.36,2.9,881611,1.83E+12,Atlantic/Azores
LOC-0920,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,45.99,2.5,15189674,9.39E+11,Asia/Katmandu
LOC-0921,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,49.94,2.4,13604968,9.76E+11,Asia/Aden
LOC-0922,"New York, United States",New York,New York,United States,Americas,North America,62.49,4.4,17444887,1.35E+12,America/St_Vincent
LOC-0923,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,78.29,4.1,19677645,8.47E+11,Asia/Aqtobe
LOC-0924,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,69.86,2.5,9530460,6.64E+11,Africa/Johannesburg
LOC-0925,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,64.77,2.1,10667312,3.45E+11,Africa/Bissau
LOC-0926,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,128.44,4,20407253,1.20E+12,Europe/Athens
LOC-0927,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,78.89,2,4171506,1.20E+12,Asia/Dushanbe
LOC-0928,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,66.7,1,19942403,1.26E+12,Europe/Luxembourg
LOC-0929,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,130.6,3.4,7861654,1.92E+12,America/Argentina/Ushuaia
LOC-0930,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,136.3,3.1,23037240,6.35E+11,Europe/Malta
LOC-0931,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,40.46,1.1,7980405,6.82E+11,Africa/Tunis
LOC-0932,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,105.4,1.3,7090981,2.74E+11,America/St_Vincent
LOC-0933,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,115.49,3.2,1909497,5.81E+11,America/Tegucigalpa
LOC-0934,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,72.83,3.9,20844632,2.90E+11,Atlantic/Reykjavik
LOC-0935,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,137.89,2.5,5100212,3.95E+11,Asia/Phnom_Penh
LOC-0936,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,33.68,3.5,22861392,3.15E+11,Asia/Dhaka
LOC-0937,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,113.83,3.2,7290801,2.98E+11,Pacific/Efate
LOC-0938,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,135.08,4.3,7136012,1.65E+12,Africa/Algiers
LOC-0939,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,143.94,3.8,360432,3.73E+11,Africa/Mbabane
LOC-0940,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,67.57,4.1,17810141,4.90E+11,America/Dominica
LOC-0941,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,54.98,3.6,17716304,1.10E+12,Asia/Jayapura
LOC-0942,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,77.68,3.5,6139201,1.75E+12,Asia/Kabul
LOC-0943,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,69.83,1.2,15379503,1.50E+12,America/Belize
LOC-0944,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,44.19,3.2,21860058,1.76E+12,America/Yellowknife
LOC-0945,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,45.55,4.7,22657537,1.75E+12,Europe/Paris
LOC-0946,"New York, United States",New York,New York,United States,Americas,North America,41.54,2.5,11055488,3.61E+11,Africa/Libreville
LOC-0947,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,123.53,3.8,20837930,1.75E+12,Asia/Manila
LOC-0948,"New York, United States",New York,New York,United States,Americas,North America,52.24,3,1134253,1.30E+12,Asia/Riyadh
LOC-0949,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,34.06,1.5,24671081,7.75E+11,Europe/Bucharest
LOC-0950,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,127.49,3.7,7692613,1.90E+12,Africa/Lome
LOC-0951,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,71.69,1.4,20251827,2.53E+11,Asia/Kabul
LOC-0952,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,148.69,2.8,11324887,1.62E+12,Africa/Nairobi
LOC-0953,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,73.5,4.7,18605642,1.44E+12,Africa/Brazzaville
LOC-0954,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,64.43,4,15710554,1.72E+12,Asia/Phnom_Penh
LOC-0955,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,73.23,2.5,22472785,6.80E+11,Asia/Seoul
LOC-0956,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,81.86,1.3,9697641,1.32E+12,Europe/Zagreb
LOC-0957,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,106.41,1.8,7151543,1.06E+12,America/Santo_Domingo
LOC-0958,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,102.44,4.8,2372672,1.19E+12,Asia/Riyadh
LOC-0959,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,77.66,1,11043120,9.75E+11,Asia/Manila
LOC-0960,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,47.54,4.8,12867833,46343371343,America/Antigua
LOC-0961,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,122.7,4,8464603,1.89E+12,America/Managua
LOC-0962,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,77.02,3.9,8793699,1.96E+12,Pacific/Tongatapu
LOC-0963,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,78.78,3.6,5830711,2.52E+11,America/Antigua
LOC-0964,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,53.18,1.1,21162536,7.69E+11,Asia/Bishkek
LOC-0965,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,124.99,4,18064999,1.89E+12,Europe/Brussels
LOC-0966,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,55.19,1.7,17976765,1.59E+11,Asia/Thimphu
LOC-0967,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,101.1,3.2,11534728,8.80E+11,Europe/Budapest
LOC-0968,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,88.83,2.4,21416035,1.91E+12,Africa/Bamako
LOC-0969,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,70.22,1.4,21758734,1.96E+12,America/Caracas
LOC-0970,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,124.85,4.7,9086946,20721435551,Asia/Dushanbe
LOC-0971,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,148.55,4.5,940786,2.02E+11,Pacific/Efate
LOC-0972,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,98.33,1.5,24761713,1.06E+12,Asia/Riyadh
LOC-0973,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,140.06,4.3,21495060,2.20E+11,Africa/Bujumbura
LOC-0974,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,50.39,1.1,14735738,3.39E+11,Africa/Dar_es_Salaam
LOC-0975,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,109.8,1.1,3718641,5.59E+11,Europe/Monaco
LOC-0976,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,98.36,3.5,9283912,1.58E+12,Europe/Tallinn
LOC-0977,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,109.38,1.8,13295137,8.68E+11,Europe/Riga
LOC-0978,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,131.54,4.7,4036874,41242580567,Africa/Bamako
LOC-0979,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,131.22,1,2426730,7.86E+11,Pacific/Guadalcanal
LOC-0980,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,115.86,2.3,11013142,5.94E+11,Pacific/Funafuti
LOC-0981,"New York, United States",New York,New York,United States,Americas,North America,143.21,1.5,18893120,1.47E+12,Europe/Dublin
LOC-0982,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,41.42,2.8,23914674,1.48E+12,Asia/Phnom_Penh
LOC-0983,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,139.2,4.5,2770251,1.87E+12,Africa/Nairobi
LOC-0984,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,106.68,4,5686824,1.14E+11,Europe/Brussels
LOC-0985,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,82.73,3.4,20007535,2.28E+11,America/St_Vincent
LOC-0986,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,124.45,2.8,13529024,1.56E+12,Africa/Tripoli
LOC-0987,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,44.05,4.2,5514643,3.52E+11,Africa/Niamey
LOC-0988,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,104.57,3.9,10600198,1.22E+12,Europe/Sarajevo
LOC-0989,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,136.39,2.4,23565201,5.56E+11,America/Dominica
LOC-0990,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,48.21,2.6,22623024,1.42E+12,Europe/Prague
LOC-0991,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,84.46,1.4,24238842,7.77E+11,Africa/Kampala
LOC-0992,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,67.27,2.6,23697265,8.45E+11,America/Havana
LOC-0993,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,126.45,3.1,17805258,1.51E+12,Africa/Gaborone
LOC-0994,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,31.69,4.7,18186615,3.94E+11,Africa/Ouagadougou
LOC-0995,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,87.22,1.6,4380626,5.61E+11,Asia/Calcutta
LOC-0996,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,123.7,3.4,373380,1.30E+12,Asia/Muscat
LOC-0997,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,128.29,1.8,1406211,1.03E+12,Europe/Istanbul
LOC-0998,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,64.34,1.3,11553599,1.84E+11,Pacific/Fiji
LOC-0999,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,40.9,1.5,10848278,1.41E+12,Pacific/Fiji
LOC-1000,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,100.13,1.3,4316529,1.58E+12,America/Antigua
